12501,Fairhills,10165,Ferntree Gully District
13484,Ferntree Gully,10165,Ferntree Gully District
13247,Ferntree Gully Central,10165,Ferntree Gully District
12314,Ferntree Gully North,10165,Ferntree Gully District
13617,Ferntree Gully West,10165,Ferntree Gully District
13157,Flamingo,10165,Ferntree Gully District
13042,Knox Gardens,10165,Ferntree Gully District
12340,Knox Park,10165,Ferntree Gully District
13313,Knoxfield North,10165,Ferntree Gully District
13249,Mountain Gate,10165,Ferntree Gully District
12646,Scoresby,10165,Ferntree Gully District
13989,Studfield East,10165,Ferntree Gully District
13171,Templeton,10165,Ferntree Gully District
13466,Wantirna,10165,Ferntree Gully District
13173,Wantirna North,10165,Ferntree Gully District
12253,Wantirna South,10165,Ferntree Gully District
13634,Wantirna West,10165,Ferntree Gully District
12457,Ardeer,10104,Footscray District
13238,Ardeer South,10104,Footscray District
13172,Footscray,10104,Footscray District
13950,Footscray North,10104,Footscray District
13259,Footscray Park,10104,Footscray District
13512,Glengala,10104,Footscray District
13368,Glengala South,10104,Footscray District
13603,Hyde,10104,Footscray District
12942,Kingsville West,10104,Footscray District
12782,Maidstone,10104,Footscray District
13619,Maidstone West,10104,Footscray District
13099,Maribyrnong River,10104,Footscray District
13632,Sunshine,10104,Footscray District
12292,Sunvale,10104,Footscray District
13767,Tottenham North,10104,Footscray District
12908,West Footscray,10104,Footscray District
13051,Blackburn South,10163,Forest Hill District
13873,Burwood Heights,10163,Forest Hill District
12934,Camelot,10163,Forest Hill District
13208,Charlesworth Park,10163,Forest Hill District
12446,Eastmont,10163,Forest Hill District
12722,Forest Hill,10163,Forest Hill District
12669,Glen Waverley,10163,Forest Hill District
13488,Highvale,10163,Forest Hill District
13403,Manooka,10163,Forest Hill District
13382,Mitcham South,10163,Forest Hill District
12550,Morack,10163,Forest Hill District
13356,Nunawading South,10163,Forest Hill District
12514,Parkmore,10163,Forest Hill District
12654,Tally Ho,10163,Forest Hill District
12867,Vermont North,10163,Forest Hill District
12560,Warrawong,10163,Forest Hill District
13822,Weeden Heights,10163,Forest Hill District
13813,Aldercourt,10122,Frankston District
13647,Baden Powell,10122,Frankston District
